                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.58324,                0.40483,                0.88586,                0.97815,                0.96145,                0.98255,                0.87035,                0.46646,                0.31774,                0.82703,              0.0013981,              0.0013981,              0.0013981
                    155,                0.59853,                0.40963,                0.90573,                0.97544,                0.97454,                0.98323,                0.84944,                0.50517,                0.32268,                0.83531,              0.0013941,              0.0013941,              0.0013941
                    156,                0.55894,                0.38266,                0.88553,                0.98433,                0.97546,                0.98464,                0.87007,                0.46971,                0.31894,                0.82682,              0.0013902,              0.0013902,              0.0013902
                    157,                 0.5732,                0.39271,                0.90598,                0.96937,                0.97094,                0.98317,                0.86604,                0.47538,                0.32087,                0.83295,              0.0013862,              0.0013862,              0.0013862
                    158,                0.55949,                0.38651,                0.87103,                 0.9844,                0.96777,                0.98411,                0.85786,                0.47581,                 0.3156,                0.82956,              0.0013822,              0.0013822,              0.0013822
                    159,                 0.5564,                 0.3677,                0.87848,                0.96173,                0.97853,                0.98944,                0.86213,                0.48302,                0.32023,                0.83439,              0.0013783,              0.0013783,              0.0013783
                    160,                0.55709,                0.39931,                0.87797,                0.97265,                0.98167,                0.99016,                0.86824,                0.46393,                0.31421,                0.83097,              0.0013743,              0.0013743,              0.0013743
                    161,                0.57051,                0.39618,                0.90833,                0.98756,                 0.9739,                0.99086,                0.85798,                0.47242,                0.32253,                0.83357,              0.0013704,              0.0013704,              0.0013704
                    162,                0.56634,                0.37435,                0.88483,                0.98184,                0.96319,                 0.9885,                0.86552,                0.44766,                0.35211,                0.82661,              0.0013664,              0.0013664,              0.0013664
                    163,                0.56608,                0.36929,                0.88231,                0.97828,                 0.9671,                0.98944,                0.87081,                0.43603,                 0.3249,                0.82404,              0.0013624,              0.0013624,              0.0013624
                    164,                0.57183,                0.40116,                0.91635,                0.98411,                0.97239,                0.98717,                0.87064,                0.44757,                0.32313,                 0.8283,              0.0013585,              0.0013585,              0.0013585
                    165,                0.55868,                0.42438,                 0.8742,                0.98257,                0.96933,                0.98429,                0.87644,                 0.4536,                0.32309,                0.82807,              0.0013545,              0.0013545,              0.0013545
                    166,                0.56947,                0.39109,                0.88161,                0.98182,                0.96933,                0.98986,                0.87355,                0.46193,                0.31799,                0.83021,              0.0013506,              0.0013506,              0.0013506
                    167,                 0.5367,                0.35857,                0.88624,                0.97541,                0.97853,                0.99026,                0.87945,                0.43303,                 0.3126,                0.82597,              0.0013466,              0.0013466,              0.0013466
                    168,                0.52561,                 0.3638,                0.88845,                0.97827,                 0.9816,                 0.9884,                0.87711,                0.44509,                0.30881,                0.82972,              0.0013426,              0.0013426,              0.0013426
                    169,                0.54037,                0.37635,                0.88614,                0.98035,                0.96626,                0.98924,                0.87122,                0.44288,                0.30667,                0.82758,              0.0013387,              0.0013387,              0.0013387
                    170,                0.52618,                  0.364,                0.85676,                0.99043,                0.95267,                0.98816,                0.87148,                0.45499,                0.31316,                0.82662,              0.0013347,              0.0013347,              0.0013347
                    171,                0.56499,                0.38295,                0.88483,                0.98934,                 0.9816,                0.98977,                0.86079,                  0.483,                0.30763,                0.83091,              0.0013308,              0.0013308,              0.0013308
                    172,                0.54687,                0.35622,                0.86404,                0.99041,                0.97853,                0.99218,                0.87701,                0.44992,                0.30124,                0.82509,              0.0013268,              0.0013268,              0.0013268
                    173,                 0.5427,                0.36081,                0.86413,                0.98769,                0.98417,                0.99271,                0.88562,                0.43554,                0.29943,                0.82313,              0.0013228,              0.0013228,              0.0013228
                    174,                0.55684,                0.38476,                0.90528,                0.98602,                 0.9816,                0.99246,                0.87557,                0.45956,                0.31175,                0.82636,              0.0013189,              0.0013189,              0.0013189
                    175,                0.53523,                 0.3623,                0.88009,                0.98131,                0.96652,                 0.9914,                0.87502,                0.45189,                0.31917,                0.82697,              0.0013149,              0.0013149,              0.0013149
                    176,                0.54089,                0.35997,                0.87498,                0.99201,                0.97239,                0.99127,                0.88576,                0.43095,                0.30533,                0.81879,               0.001311,               0.001311,               0.001311
                    177,                0.53517,                0.36607,                0.87952,                0.96954,                0.97626,                0.98995,                0.87589,                0.44459,                0.31255,                0.82133,               0.001307,               0.001307,               0.001307
                    178,                0.53839,                0.38176,                0.87447,                0.97855,                 0.9797,                0.99173,                0.88433,                0.44211,                0.30586,                0.82054,               0.001303,               0.001303,               0.001303
                    179,                0.52913,                0.37588,                0.87304,                0.97796,                0.98773,                0.99248,                0.88391,                0.44085,                0.30158,                0.82241,              0.0012991,              0.0012991,              0.0012991
                    180,                 0.5349,                0.37063,                0.86229,                0.98849,                0.97239,                0.99234,                0.88884,                0.42701,                0.29559,                0.82018,              0.0012951,              0.0012951,              0.0012951
                    181,                0.54744,                0.38762,                0.88683,                0.99683,                0.96539,                0.99288,                0.88175,                0.46489,                0.29935,                0.82347,              0.0012912,              0.0012912,              0.0012912
                    182,                0.52202,                0.35487,                0.87458,                 0.9876,                0.97761,                0.99242,                0.87575,                0.44695,                0.30225,                 0.8243,              0.0012872,              0.0012872,              0.0012872
                    183,                0.52796,                0.36758,                0.85494,                0.99059,                0.97546,                0.99241,                 0.8883,                0.41614,                0.29265,                0.81648,              0.0012832,              0.0012832,              0.0012832
                    184,                0.52394,                0.35373,                0.87845,                 0.9824,                0.98466,                0.99247,                0.88481,                0.42927,                0.30406,                0.82124,              0.0012793,              0.0012793,              0.0012793
                    185,                0.49936,                0.37186,                0.87214,                0.97851,                0.97793,                0.99171,                0.88188,                0.41925,                0.30255,                 0.8197,              0.0012753,              0.0012753,              0.0012753
                    186,                 0.5408,                0.37716,                0.87832,                 0.9844,                0.97239,                0.98372,                0.87986,                0.43272,                 0.3147,                0.82098,              0.0012714,              0.0012714,              0.0012714
                    187,                0.51356,                0.36152,                 0.8779,                 0.9929,                0.96626,                0.98919,                0.88687,                0.42422,                 0.3041,                0.81614,              0.0012674,              0.0012674,              0.0012674
                    188,                0.50828,                0.37401,                0.88064,                0.99374,                0.97361,                0.98874,                0.89366,                0.41712,                0.29634,                0.81354,              0.0012634,              0.0012634,              0.0012634
                    189,                0.50262,                0.36247,                 0.8693,                0.99058,                0.97853,                0.98679,                0.89005,                0.41246,                0.28906,                0.81384,              0.0012595,              0.0012595,              0.0012595
                    190,                0.54097,                0.38349,                0.87368,                0.98405,                0.97853,                0.99117,                0.89079,                0.41864,                0.29973,                0.81656,              0.0012555,              0.0012555,              0.0012555
                    191,                0.51856,                0.36057,                0.86541,                0.98848,                0.97853,                0.99268,                0.89081,                0.40276,                0.28493,                0.81698,              0.0012516,              0.0012516,              0.0012516
                    192,                0.48794,                0.36915,                 0.8692,                 0.9846,                0.98065,                0.98569,                0.89019,                0.40402,                0.28971,                0.81483,              0.0012476,              0.0012476,              0.0012476
                    193,                0.47712,                0.34701,                0.86179,                0.97865,                0.98412,                0.98614,                0.90068,                0.39997,                0.29161,                0.81655,              0.0012436,              0.0012436,              0.0012436
                    194,                0.54171,                0.37477,                0.87093,                0.98472,                0.98823,                0.99397,                0.89343,                0.41373,                0.29086,                0.81683,              0.0012397,              0.0012397,              0.0012397
                    195,                0.52624,                0.36966,                0.88286,                0.98886,                 0.9908,                0.99393,                0.88672,                0.42991,                0.28727,                0.82145,              0.0012357,              0.0012357,              0.0012357
                    196,                0.48631,                0.34797,                0.85848,                0.98667,                0.98466,                0.99317,                0.90027,                0.40113,                0.28645,                0.81565,              0.0012318,              0.0012318,              0.0012318
                    197,                0.53471,                0.38528,                0.88426,                0.98475,                0.99029,                0.99221,                0.89732,                0.39621,                0.28424,                0.81083,              0.0012278,              0.0012278,              0.0012278
                    198,                0.53898,                0.37355,                0.89675,                0.98765,                0.98128,                0.98962,                0.89313,                0.38749,                0.28085,                0.80868,              0.0012238,              0.0012238,              0.0012238
                    199,                0.51075,                0.35734,                0.86458,                0.98951,                0.96626,                0.99142,                0.89929,                0.37366,                0.28195,                0.80614,              0.0012199,              0.0012199,              0.0012199
                    200,                0.50899,                0.35969,                0.87033,                0.98164,                0.98429,                0.99256,                0.90145,                0.37513,                0.28065,                0.80627,              0.0012159,              0.0012159,              0.0012159
                    201,                0.51992,                0.34911,                0.84748,                0.98163,                 0.9837,                0.99278,                0.89588,                0.38525,                0.28127,                0.80916,               0.001212,               0.001212,               0.001212
                    202,                0.48232,                 0.3364,                0.85169,                0.97566,                0.98349,                0.99291,                0.89201,                0.39369,                0.28979,                0.80767,               0.001208,               0.001208,               0.001208
                    203,                0.52971,                0.36321,                0.86909,                0.98474,                0.98966,                0.99197,                0.89356,                0.39863,                0.28209,                0.80855,               0.001204,               0.001204,               0.001204
                    204,                  0.469,                0.33241,                0.84732,                0.99002,                0.98466,                0.99215,                0.89679,                0.39406,                0.28136,                0.80476,              0.0012001,              0.0012001,              0.0012001
                    205,                0.48809,                0.33214,                0.87587,                0.97876,                0.98928,                0.99159,                0.90198,                0.38055,                0.27713,                0.80499,              0.0011961,              0.0011961,              0.0011961
                    206,                0.49104,                0.34615,                0.86808,                 0.9835,                 0.9816,                0.99133,                0.89908,                0.39021,                0.27932,                0.80255,              0.0011922,              0.0011922,              0.0011922
                    207,                0.49496,                 0.3374,                0.86348,                0.98533,                0.98466,                0.99284,                0.91014,                0.37847,                0.28211,                0.80056,              0.0011882,              0.0011882,              0.0011882
                    208,                0.48755,                 0.3372,                0.85987,                0.99071,                0.98154,                0.99321,                 0.9123,                 0.3707,                 0.2724,                0.79997,              0.0011842,              0.0011842,              0.0011842
                    209,                0.45625,                0.33652,                  0.851,                 0.9896,                0.98773,                0.99272,                0.91607,                0.37033,                  0.267,                0.80355,              0.0011803,              0.0011803,              0.0011803
                    210,                0.47245,                0.33685,                0.85979,                 0.9877,                0.98569,                 0.9923,                0.91204,                 0.3754,                0.27287,                 0.8025,              0.0011763,              0.0011763,              0.0011763
                    211,                0.48522,                0.33579,                0.87209,                0.98765,                0.98109,                0.98385,                0.90415,                0.36852,                0.27035,                 0.8049,              0.0011724,              0.0011724,              0.0011724
                    212,                0.46743,                0.33792,                0.86522,                0.99076,                0.98688,                0.99214,                0.89988,                0.37214,                0.27149,                 0.8079,              0.0011684,              0.0011684,              0.0011684
                    213,                0.49053,                0.35062,                0.85627,                0.99304,                0.97546,                0.99183,                0.89016,                0.38354,                0.28429,                 0.8093,              0.0011644,              0.0011644,              0.0011644
                    214,                 0.5061,                0.34603,                0.85889,                  0.993,                0.97546,                 0.9898,                0.89023,                0.38519,                0.28347,                0.80953,              0.0011605,              0.0011605,              0.0011605
                    215,                0.50726,                 0.3665,                0.86505,                0.99111,                0.97239,                0.99199,                0.90149,                  0.388,                 0.2825,                0.80771,              0.0011565,              0.0011565,              0.0011565
                    216,                0.48843,                0.35799,                0.85884,                0.99373,                0.97195,                0.99171,                0.91131,                0.36375,                0.27551,                0.80286,              0.0011526,              0.0011526,              0.0011526
                    217,                0.48641,                 0.3507,                0.86073,                 0.9929,                0.97853,                0.99179,                0.91823,                0.35731,                0.26899,                0.80529,              0.0011486,              0.0011486,              0.0011486
                    218,                0.48081,                0.35095,                0.86167,                 0.9933,                0.97546,                0.99176,                0.90264,                0.37118,                 0.2743,                 0.8045,              0.0011446,              0.0011446,              0.0011446
                    219,                0.49591,                0.34298,                0.86192,                 0.9818,                0.99269,                0.99174,                0.91117,                0.35381,                0.26731,                0.80135,              0.0011407,              0.0011407,              0.0011407
                    220,                0.47896,                0.32589,                0.85426,                0.99079,                0.98983,                0.99214,                  0.914,                0.35905,                0.26277,                0.80189,              0.0011367,              0.0011367,              0.0011367
                    221,                0.44891,                0.31757,                0.83725,                0.99383,                0.98761,                0.99235,                0.91138,                0.35535,                0.25406,                0.80174,              0.0011328,              0.0011328,              0.0011328
                    222,                0.43193,                0.33705,                0.84809,                0.98769,                0.98466,                0.99249,                0.91899,                0.34423,                0.25673,                0.79914,              0.0011288,              0.0011288,              0.0011288
                    223,                0.46898,                0.33441,                0.85681,                0.99376,                0.97776,                0.98667,                 0.9129,                0.35617,                0.26211,                0.80092,              0.0011248,              0.0011248,              0.0011248
                    224,                0.45796,                0.32536,                0.85499,                 0.9877,                0.98548,                0.98689,                0.91491,                0.36002,                0.26675,                0.80203,              0.0011209,              0.0011209,              0.0011209
                    225,                 0.4758,                0.32081,                0.85742,                0.98864,                0.97853,                0.99227,                 0.9141,                0.36985,                0.26139,                0.80117,              0.0011169,              0.0011169,              0.0011169
                    226,                0.45372,                0.32575,                0.83207,                0.99683,                0.96572,                 0.9926,                0.92004,                0.36158,                0.25792,                0.79948,               0.001113,               0.001113,               0.001113
                    227,                0.46813,                0.33522,                0.85505,                0.99068,                 0.9783,                0.99328,                0.92456,                0.34963,                0.25798,                 0.7962,               0.001109,               0.001109,               0.001109
                    228,                0.47388,                0.32589,                0.85454,                0.99072,                0.98261,                0.99317,                0.92122,                 0.3572,                0.25437,                0.79812,               0.001105,               0.001105,               0.001105
                    229,                0.45165,                0.31557,                0.84255,                0.98749,                0.98466,                0.99281,                0.92105,                0.35273,                0.24896,                0.79775,              0.0011011,              0.0011011,              0.0011011
                    230,                0.44474,                0.31804,                0.85056,                0.98002,                 0.9816,                0.99192,                0.91966,                0.35537,                0.25321,                0.79873,              0.0010971,              0.0010971,              0.0010971
                    231,                 0.4464,                0.31002,                0.84549,                 0.9906,                 0.9693,                0.98932,                0.92402,                0.33697,                0.25194,                0.79583,              0.0010932,              0.0010932,              0.0010932
                    232,                0.45352,                0.31418,                0.85403,                0.98015,                 0.9816,                0.99099,                0.92139,                0.34974,                0.26393,                0.79694,              0.0010892,              0.0010892,              0.0010892
                    233,                 0.4274,                0.31469,                0.85104,                0.99011,                 0.9816,                0.99006,                0.92107,                0.35091,                0.25975,                0.79652,              0.0010852,              0.0010852,              0.0010852
                    234,                0.46643,                0.32249,                 0.8508,                0.99071,                0.98129,                0.99132,                0.91968,                0.36664,                0.25791,                0.80235,              0.0010813,              0.0010813,              0.0010813
                    235,                 0.4551,                0.31808,                  0.866,                0.99073,                0.98394,                0.99239,                0.90672,                0.37073,                0.26158,                0.80496,              0.0010773,              0.0010773,              0.0010773
                    236,                0.47886,                 0.3231,                0.85493,                0.99071,                0.98157,                0.99241,                0.90294,                0.36134,                0.25831,                0.80277,              0.0010734,              0.0010734,              0.0010734
                    237,                0.43966,                0.30481,                0.84749,                0.99071,                0.98105,                0.99299,                0.90719,                0.35984,                0.25432,                0.80008,              0.0010694,              0.0010694,              0.0010694
                    238,                0.44108,                0.32051,                0.84414,                0.99601,                0.97546,                0.99269,                0.91103,                0.35467,                 0.2508,                0.80233,              0.0010654,              0.0010654,              0.0010654
                    239,                 0.4539,                0.31814,                0.84912,                0.98754,                0.97249,                 0.9925,                0.92272,                0.35405,                  0.252,                0.79949,              0.0010615,              0.0010615,              0.0010615
                    240,                0.42886,                0.31167,                0.83772,                0.99067,                0.97736,                0.99225,                0.91086,                0.38598,                 0.2582,                0.80513,              0.0010575,              0.0010575,              0.0010575
                    241,                0.43796,                 0.3002,                0.84574,                0.99308,                0.97853,                0.99149,                 0.9232,                 0.3414,                0.24704,                0.79837,              0.0010536,              0.0010536,              0.0010536
                    242,                0.46463,                0.31345,                0.86014,                0.99686,                0.97498,                0.99127,                0.92683,                0.34507,                0.24583,                 0.7995,              0.0010496,              0.0010496,              0.0010496
                    243,                0.46167,                0.31319,                0.86007,                0.99068,                0.97822,                  0.992,                0.91263,                0.36718,                0.25698,                0.80188,              0.0010456,              0.0010456,              0.0010456
                    244,                0.45328,                0.31521,                0.85289,                0.99033,                 0.9816,                0.99223,                0.91289,                0.36408,                0.24855,                 0.7987,              0.0010417,              0.0010417,              0.0010417
                    245,                0.43223,                0.30333,                0.84248,                0.98981,                0.97546,                0.98908,                0.92156,                0.36508,                0.25381,                 0.7978,              0.0010377,              0.0010377,              0.0010377
                    246,                0.42809,                0.29449,                 0.8286,                0.98609,                0.97546,                0.99032,                0.91926,                0.35693,                0.25552,                0.79729,              0.0010338,              0.0010338,              0.0010338
                    247,                0.42261,                0.30177,                  0.852,                0.99327,                0.97546,                0.99074,                0.91844,                0.35472,                0.25814,                0.79583,              0.0010298,              0.0010298,              0.0010298
                    248,                0.45339,                 0.3258,                  0.853,                0.98458,                0.97914,                0.99182,                0.91576,                0.35051,                0.26735,                0.79451,              0.0010258,              0.0010258,              0.0010258
                    249,                0.44806,                0.31137,                0.84602,                0.98934,                0.98466,                0.99276,                0.92276,                0.35129,                0.26264,                0.79499,              0.0010219,              0.0010219,              0.0010219
                    250,                 0.4452,                0.31382,                0.84717,                0.99129,                0.97853,                0.99305,                0.92458,                0.34048,                0.25251,                0.79362,              0.0010179,              0.0010179,              0.0010179
                    251,                0.47568,                0.33545,                0.84676,                0.99687,                0.97813,                0.99286,                0.92137,                0.34764,                0.25906,                 0.7937,               0.001014,               0.001014,               0.001014
                    252,                0.44689,                0.31133,                0.84003,                0.99376,                0.97749,                0.99294,                0.92846,                0.32742,                0.24852,                0.79169,                0.00101,                0.00101,                0.00101
                    253,                0.43303,                0.31058,                0.83571,                0.98772,                0.98694,                0.99298,                0.93066,                0.33767,                0.24398,                0.79444,               0.001006,               0.001006,               0.001006
                    254,                0.43062,                0.31206,                0.84274,                0.99329,                0.98773,                0.99261,                0.91874,                 0.3496,                0.24041,                0.79647,              0.0010021,              0.0010021,              0.0010021
                    255,                0.47225,                0.31936,                0.84599,                0.99382,                0.98737,                0.99273,                0.91814,                0.35363,                 0.2437,                0.79547,             0.00099812,             0.00099812,             0.00099812
                    256,                0.44505,                0.31281,                0.83294,                0.99065,                 0.9908,                0.99338,                 0.9249,                0.34308,                0.24741,                 0.7928,             0.00099416,             0.00099416,             0.00099416
                    257,                0.41268,                0.29165,                0.84108,                0.99384,                0.99025,                0.99294,                0.92364,                0.33783,                 0.2445,                0.79311,              0.0009902,              0.0009902,              0.0009902
                    258,                0.41441,                0.30195,                0.84165,                0.99653,                0.98773,                0.99249,                0.93713,                0.32316,                0.23248,                0.79257,             0.00098624,             0.00098624,             0.00098624
                    259,                0.45955,                0.30548,                 0.8466,                0.99689,                0.98381,                0.99227,                  0.931,                0.33473,                0.24381,                0.79338,             0.00098228,             0.00098228,             0.00098228
                    260,                0.41862,                0.29821,                0.85154,                0.99689,                0.98347,                0.99205,                0.92269,                0.33049,                0.23739,                0.79349,             0.00097832,             0.00097832,             0.00097832
                    261,                0.43848,                 0.3055,                0.86349,                 0.9967,                0.97853,                0.99144,                0.92617,                0.32711,                0.23835,                0.79151,             0.00097436,             0.00097436,             0.00097436
                    262,                 0.4314,                0.29637,                0.84186,                0.99335,                0.98466,                0.99263,                0.92944,                0.32331,                0.23637,                0.79148,              0.0009704,              0.0009704,              0.0009704
                    263,                0.40404,                0.29293,                 0.8478,                0.99081,                0.99248,                0.99232,                0.93806,                0.32557,                0.23595,                0.79183,             0.00096644,             0.00096644,             0.00096644
                    264,                0.41076,                0.30492,                0.85676,                0.99386,                0.99225,                0.99238,                0.93802,                 0.3206,                0.23018,                0.78899,             0.00096248,             0.00096248,             0.00096248
                    265,                0.44546,                 0.3057,                0.83699,                0.99689,                0.98429,                0.99277,                 0.9391,                0.31201,                0.22953,                0.78773,             0.00095852,             0.00095852,             0.00095852
                    266,                0.43011,                0.30924,                0.85719,                0.99016,                0.98773,                0.99226,                0.93313,                0.34305,                0.24032,                0.79259,             0.00095456,             0.00095456,             0.00095456
                    267,                 0.4277,                0.30386,                0.82028,                0.99501,                 0.9816,                0.99202,                 0.9319,                0.32734,                0.23923,                  0.788,              0.0009506,              0.0009506,              0.0009506
                    268,                0.42675,                0.30482,                0.83423,                 0.9907,                0.98466,                0.99156,                0.92238,                 0.3383,                0.24815,                0.79247,             0.00094664,             0.00094664,             0.00094664
                    269,                0.43739,                0.31426,                0.86342,                0.99354,                0.98466,                0.99208,                0.93571,                0.31927,                0.23497,                0.78774,             0.00094268,             0.00094268,             0.00094268
                    270,                0.41387,                0.29982,                0.82348,                 0.9919,                0.98466,                0.99301,                0.93236,                0.32071,                0.23573,                0.78661,             0.00093872,             0.00093872,             0.00093872
                    271,                0.46217,                0.32721,                 0.8497,                0.98773,                0.98767,                0.99258,                0.93352,                0.31826,                0.23485,                0.78676,             0.00093476,             0.00093476,             0.00093476
                    272,                 0.4226,                0.31142,                0.83021,                0.99299,                0.98466,                 0.9928,                0.93285,                0.32433,                0.23727,                0.78838,              0.0009308,              0.0009308,              0.0009308
                    273,                0.41923,                0.29533,                0.83806,                0.97852,                0.98466,                0.99177,                0.92764,                0.32496,                0.24442,                0.78812,             0.00092684,             0.00092684,             0.00092684
                    274,                0.43013,                  0.302,                0.84513,                0.98347,                0.97853,                0.99027,                0.92427,                0.32574,                0.24361,                0.78994,             0.00092288,             0.00092288,             0.00092288
                    275,                 0.4664,                0.31134,                 0.8518,                0.98724,                0.97546,                0.99007,                0.92122,                0.32546,                0.24017,                0.79067,             0.00091892,             0.00091892,             0.00091892
                    276,                0.42286,                 0.3137,                 0.8358,                0.99377,                0.97837,                 0.9912,                0.93364,                0.30574,                0.23575,                0.78859,             0.00091496,             0.00091496,             0.00091496
                    277,                 0.4365,                0.32093,                0.83896,                 0.9907,                0.98067,                0.99183,                0.93034,                0.33232,                0.23886,                  0.793,               0.000911,               0.000911,               0.000911
                    278,                0.41185,                0.29101,                0.83938,                0.99068,                 0.9816,                 0.9926,                0.93722,                0.31321,                0.23238,                0.79024,             0.00090704,             0.00090704,             0.00090704
                    279,                0.42328,                0.29018,                0.86062,                0.99287,                 0.9816,                0.99294,                0.93862,                0.31095,                0.23108,                0.79137,             0.00090308,             0.00090308,             0.00090308
                    280,                0.38901,                0.29942,                 0.8439,                0.99378,                0.98024,                0.99286,                0.93956,                0.29675,                0.23061,                0.78967,             0.00089912,             0.00089912,             0.00089912
                    281,                0.39663,                0.30434,                0.82283,                0.99365,                 0.9816,                0.99343,                0.93851,                0.29809,                0.22815,                0.78839,             0.00089516,             0.00089516,             0.00089516
                    282,                0.42909,                0.30947,                0.84157,                 0.9934,                 0.9816,                0.99326,                0.94214,                0.30606,                0.23311,                0.78974,              0.0008912,              0.0008912,              0.0008912
                    283,                0.38689,                 0.2738,                0.83833,                0.99591,                 0.9816,                 0.9934,                0.94065,                0.30907,                0.23069,                0.78783,             0.00088724,             0.00088724,             0.00088724
                    284,                0.41108,                0.28548,                0.82809,                0.99365,                 0.9816,                0.99341,                0.94248,                0.30987,                0.22439,                0.78723,             0.00088328,             0.00088328,             0.00088328
                    285,                0.40892,                0.28518,                0.84424,                0.99688,                0.98142,                0.99325,                0.94334,                0.30255,                0.22778,                 0.7861,             0.00087932,             0.00087932,             0.00087932
                    286,                0.42351,                0.29473,                0.84029,                0.99648,                 0.9816,                0.99333,                0.94236,                0.31396,                0.23226,                0.78715,             0.00087536,             0.00087536,             0.00087536
                    287,                0.40976,                0.29345,                0.84033,                0.99647,                 0.9816,                0.99322,                0.94338,                0.31079,                0.22976,                0.78759,              0.0008714,              0.0008714,              0.0008714
                    288,                0.41496,                0.28802,                 0.8459,                0.99644,                0.97853,                0.99305,                0.94361,                0.30074,                0.22899,                0.78813,             0.00086744,             0.00086744,             0.00086744
                    289,                0.42173,                0.29767,                0.84209,                0.99355,                 0.9816,                0.99352,                 0.9428,                0.30434,                0.22747,                0.78859,             0.00086348,             0.00086348,             0.00086348
                    290,                0.40072,                0.27989,                0.82863,                0.99368,                 0.9816,                0.99379,                0.94449,                0.29337,                0.22516,                 0.7865,             0.00085952,             0.00085952,             0.00085952
                    291,                0.38606,                0.28458,                0.84368,                0.99381,                0.98421,                0.99371,                0.94516,                0.28918,                0.22237,                0.78553,             0.00085556,             0.00085556,             0.00085556
                    292,                0.42379,                0.29127,                0.84127,                0.98769,                0.98436,                0.99315,                 0.9419,                0.29243,                0.22425,                0.78525,              0.0008516,              0.0008516,              0.0008516
                    293,                0.40846,                0.28694,                0.83321,                0.99376,                0.97748,                0.99305,                0.93933,                0.30076,                0.23025,                 0.7864,             0.00084764,             0.00084764,             0.00084764
                    294,                 0.3874,                0.27092,                0.84675,                0.98623,                 0.9816,                0.99283,                0.94387,                0.29645,                0.22727,                 0.7849,             0.00084368,             0.00084368,             0.00084368
                    295,                0.39331,                0.26641,                0.83969,                0.98765,                0.98153,                0.99317,                0.94416,                0.30917,                0.22956,                0.78701,             0.00083972,             0.00083972,             0.00083972
                    296,                0.38577,                 0.2656,                0.82243,                0.99495,                0.98466,                0.99324,                0.94136,                0.29929,                0.22608,                0.78681,             0.00083576,             0.00083576,             0.00083576
                    297,                0.38459,                0.27119,                0.81776,                0.99292,                0.98466,                0.99344,                0.94228,                 0.2965,                0.22985,                0.78479,              0.0008318,              0.0008318,              0.0008318
                    298,                0.38523,                0.26908,                0.82802,                0.99315,                0.98466,                0.99372,                0.94736,                0.29395,                0.22182,                 0.7843,             0.00082784,             0.00082784,             0.00082784
                    299,                0.40364,                0.29282,                0.83131,                0.99346,                0.98466,                0.99362,                0.94391,                0.29474,                  0.225,                0.78477,             0.00082388,             0.00082388,             0.00082388
                    300,                0.39081,                0.27885,                0.84047,                0.99381,                0.98446,                0.99362,                0.94631,                0.29263,                0.22526,                0.78525,             0.00081992,             0.00081992,             0.00081992
                    301,                0.38595,                0.27578,                0.84149,                0.99317,                 0.9816,                 0.9929,                0.94434,                0.29355,                0.22041,                0.78332,             0.00081596,             0.00081596,             0.00081596
                    302,                 0.3867,                 0.2762,                0.82628,                0.99328,                 0.9816,                0.99304,                0.94916,                 0.2855,                0.22288,                 0.7841,               0.000812,               0.000812,               0.000812
                    303,                0.38167,                0.26543,                0.82537,                 0.9939,                0.98466,                0.99329,                0.94825,                0.29089,                0.22055,                0.78376,             0.00080804,             0.00080804,             0.00080804
                    304,                0.37224,                 0.2744,                0.83204,                0.99302,                0.98773,                0.99277,                0.94613,                0.28366,                0.21784,                0.78463,             0.00080408,             0.00080408,             0.00080408
                    305,                0.38807,                0.27448,                0.84475,                0.98729,                0.98773,                0.99229,                0.94242,                0.27627,                0.21733,                0.78266,             0.00080012,             0.00080012,             0.00080012
                    306,                0.37634,                0.26586,                0.84027,                0.99315,                0.98773,                0.99288,                0.94715,                  0.275,                0.21732,                0.78159,             0.00079616,             0.00079616,             0.00079616
                    307,                0.39302,                0.27609,                0.85387,                0.99065,                 0.9908,                0.99319,                0.94533,                 0.2854,                0.21767,                0.78161,              0.0007922,              0.0007922,              0.0007922
                    308,                0.39023,                0.28147,                0.84838,                0.98987,                0.99387,                 0.9936,                0.95383,                0.27998,                0.21408,                0.78173,             0.00078824,             0.00078824,             0.00078824
                    309,                0.40503,                0.27931,                0.83872,                0.99074,                0.98439,                0.99323,                0.95514,                0.27468,                0.21542,                0.78051,             0.00078428,             0.00078428,             0.00078428
                    310,                0.37521,                0.27438,                0.82884,                0.99687,                0.97776,                0.99279,                0.95107,                0.27727,                0.22103,                0.78073,             0.00078032,             0.00078032,             0.00078032
                    311,                0.36721,                 0.2699,                0.82606,                 0.9968,                 0.9816,                0.99351,                0.94959,                0.28872,                0.22139,                0.78262,             0.00077636,             0.00077636,             0.00077636
                    312,                 0.3885,                0.27473,                 0.8395,                0.99653,                 0.9816,                0.99391,                0.95107,                0.28587,                0.21948,                0.78319,              0.0007724,              0.0007724,              0.0007724
                    313,                0.38942,                0.26689,                0.83518,                0.99689,                0.98428,                0.99407,                0.95222,                0.27292,                0.21662,                0.78187,             0.00076844,             0.00076844,             0.00076844
                    314,                0.38938,                0.27513,                0.84308,                0.99381,                0.98421,                0.99394,                0.94885,                0.27874,                0.21476,                0.78322,             0.00076448,             0.00076448,             0.00076448
